"model","k_folds","mean_cv_accuracy","sd_cv_accuracy","mean_cv_rmse","sd_cv_rmse"
"Ordinal logistic (polr)",5,0.533476395101847,0.0118305225699724,0.803231888215622,0.0173276262195076
